서비스ID,서비스명,서비스 요약,상세 링크,소관기관,대표연락처,신청가능여부,주소,태그,시작일,종료일,진행상태,INTRS_THEMA_CD,FMLY_CIRC_CD,BKJR_LFTM_CYC_CD,WLFARE_INFO_AGGRP_CD,카테고리,사업상태,사업기간,연락처,이메일,사업목적,지원대상,지원내용,신청방법,제출서류
S9765912413,EBS 나눔0700 방송,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765912413&wlfareInfoReldBztpCd=03,밀알복지재단,,, ,,20160804,20991231,진행중,,"저소득,한부모·조손,다문화·탈북민",,,생계지원,,,,,,"- 기초수급/차상위 의료급여 특례 대상자 중 의료비 지원이 필요한 사례
- 희귀난치성질환대상자로 의료비 지원이 필요한 사례
- 수술비 및 표괄적인 재활치료비가 필요한 사례
- 기타 조손가정, 다문화가정 등 빈곤가정","- 의료비, 주거비, 생계비, 교육비 등 지원","- 이메일(miral4664@hanmail.net), 전화문의 070-7462-9066
- 연중신청, 방송촬영, 모금액 지원",
S9765912375,청소년 장학금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765912375&wlfareInfoReldBztpCd=03,재단법인 정이있는 장학재단,,, ,,20160804,20991231,진행중,교육,,"아동,청년,청소년",,아동지원,,,,,,"- 우수장학금: 학업성적 우수자
- 자립장학금: 저소득층가정 또는 장애가 있는 학생
- 효선행장학금: 효선행 실천으로 단체로부터 칭송받은 자
- 다문화장학금: 생활이 어려운 다문화가정 학생

※ 학교장, 시군구청장으로부터 추천받은 자",- 1인당 50만원 지원,"- 상, 하반기(2월, 8월) 
- 우편, 방문, FAX, 이메일(홈페이지 참조)",
S0017790911,직업재활 지원사업,"- 청각, 언어장애인들에게 취업알선서비스를 제공하고, 체계적인 직업재활 사업을 수행하여 청각, 언어장애인과 그 가족의 생활안정을 도모함과 동시에 사회통합을 이루고자 함",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0017790911&wlfareInfoReldBztpCd=03,한국농아인협회,,, ,,20140101,20991231,진행중,일자리,장애인,,,일자리,,,,,"- 청각, 언어장애인들에게 취업알선서비스를 제공하고, 체계적인 직업재활 사업을 수행하여 청각, 언어장애인과 그 가족의 생활안정을 도모함과 동시에 사회통합을 이루고자 함",- 청각 장애인,"- 취업상담, 취업알선","- 방문접수: 한국농아인협회
- 연중수시 접수","- 복지카드
- 이력서"
S0017790897,자살유가족상담 및 자조모임,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0017790897&wlfareInfoReldBztpCd=03,사랑의전화복지재단,,, ,,20140101,20991231,진행중,"신체건강,정신건강",,"중장년,아동,노년,청년,청소년",,안전위기,,,,,,"- 자살자 유가족, 자살충동을 느끼거나 자살의 위험에 직면해 있는 사람","- 자살유가족상담, 개인상담","- 전화 예약: 02-3272-4242
- 연중 수시",
S0017978576,사랑나누리,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0017978576&wlfareInfoReldBztpCd=03,사랑의전화복지재단,,, ,,20131213,20991231,진행중,"신체건강,정신건강",저소득,,,건강·의료,,,,,,"- 종합복지관, 병원별 사회사업팀, 구청 및 동/면 주민센터 담당자 추천에 의한 대상자
- 경제적이나 생활의 어려움이 가장 위급한 대상자
- 척추관절 수술 및 치료가 시급한 대상자","- 척추관절 수술비 또는 치료비 지원(금액 미정)
ㆍ단, 나누리병원의 의료비에 한하며, 선정되기 이전에 청구된 의료비는 지원되지 않음
- 시술병원 : 척추관절 전문 나누리병원(서울, 인천, 강서 모두 시술 가능)","- 방문 및 우편(등기)접수: 서울시 마포구 만리재로 51(신공덕동)
- 이메일 접수: loveaid@gmail.com
- 매년 3월~4월 공고","- 신청대상자 추천서(재단홈페이지에서 다운받아 사용)
- 진단서 또는 소견서 1부
- 주민등록등본
- 전월세계약서
- 장애증명서(해당자에 한함)
- 소득관련증빙서류(홈페이지 참조)"
S0017790904,직업재활 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0017790904&wlfareInfoReldBztpCd=03,한국신장장애인협회,,, ,,20140101,20991231,진행중,일자리,장애인,,,일자리,,,,,,- 신장장애인(등록장애인),- 신장장애인 취업지원,"- 연중 수시 접수
- 인터넷 접수: www.koreakidney.or.kr","- 이력서
- 초기면접지
- 복지카드사본(홈페이지 양식)"
S0017790908,의료비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0017790908&wlfareInfoReldBztpCd=03,한국신장장애인협회,,, ,,20150810,20991231,진행중,"신체건강,정신건강","저소득,장애인",,,돌봄·보호,,,,,,"- 기초생활수급자로 의료급여 1종, 2종 신장병 환자
- 일반의료보험대상 신장병 환자 중 경제적으로 어려운 농민 또는 그 가족으로 신장이식수술을 받은 환자
- 일반의료보험대상 신장병 환자 중 농협, 축협 조합원 및 그 가족(부모 또는 자녀)","- 의료보호 1종이신 분: 100만원 지원
- 의료보호 2종이신 분: 150만원 지원
- 의료보험이신 분: 200만원 지원","- 방문 또는 우편접수 : 서울특별시 중랑구 중화동 286번지 301호 청원다미소아파트 상가 제업무시설
- 연중 수시 접수","- 공통서류

ㆍ의료급여대상자(1종, 2종)인 경우: 거래 농협 영업점의 추천서 1부 (조합원 및 통장개설점 총무과에서 발급함), 주민등록등본 원본 1부 (과거 주소사항을 포함하여야 함), 가족관계증명서 원본 1부(미성년자이거나 부모 또는 자녀가 조합원인 경우에 한함), 신장이식 수술하는 병원이 발급하는 진단서 원본 1부, 의료비급여증명서 원본 1부 및 의료비 영수증 원본 1부, 지원신청자 본인 명의 거래계좌 사본 1부 (지원금을 수령하기 위한 통장), (사)한국신장 장애인협회개인정보수집 및 이용제공동의서원본1부

ㆍ일반의료보험대상자인 경우: 거래 농협 영업점의 추천서 1부 (조합원 및 통장개설점 총무과에서 발급함), 주민등록등본 원본 1부 (과거 주소사항을 포함하여야 함), 가족관계증명서 원본 1부(미성년자이거나 부모 또는 자녀가 조합원인 경우에 한함, 신장이식 수술하는 병원이 발급하는 진단서 원본 1부와 의료보험증 사본 1부 및 의료비 영수증 원본 1부, 지방세세목별과세증명서 원본 1부 (기혼은 본인과 배우자 및 자녀/ 미혼 또는 미성년자는 본인과 부모), 지원신청자 본인 명의 거래계좌 사본 1부 (지원금을 수령하기 위한 통장), (사)한국신장장애인협회 회원증 사본 1부, (사)한국신장 장애인협회개인정보수집 및 이용제공동의서원본1부"
S9765912408,사랑의 곳간(쌀 지원 프로젝트),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765912408&wlfareInfoReldBztpCd=03,월드휴먼브리지,,, ,,20160804,20991231,진행중,,한부모·조손,,,생계지원,,,,,,"- 후원단체, 지자체 추천 한부모가정(싱글맘, 싱글대디, 조손가정 등)",- 가구당 연간 쌀 12포대,"- 전화문의
ㆍ연중신청(성남시, 서산시, 대전시, 충주시만 신청 가능)",
S0017475140,kj골프꿈나무 육성사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0017475140&wlfareInfoReldBztpCd=03,최경주재단,,, ,,20140101,20991231,진행중,교육,,"아동,청소년",,일자리,,,,,,"- 경제적 어려움을 이겨내어 골프계의 주역이 되기 위해 노력하고 있는 중고등학생
- 대한골프협회 대회 출전 시드권 보유자
- 해외훈련에 결격사유가 없는 자
- 중고연맹 평균타수 이하(해당연도 기준)
* KJ골프꿈나무, 희망장학생 포함 1가정 1인 지원 가능","- 글로벌 미래인재육성 프로그램 제공 
- 국내외 대회 출전시 참가비 지원 
- 월 1회 정기라운딩 제공 
- 연습 장비 제공 
- 프로 국내 대회 갤러리 관람 기회 제공 등","- 우편접수: (140-026) 서울시 용산구 이촌로 352 신동아빌딩 304호 최경주재단 KJ골프꿈나무 담당자 앞 
- 매년 12월~1월 중 접수","- 공통서류
ㆍ신청서, 자기소개서, 중고연맹 입상 기록부, 대한골프협회 핸디캡 카드, 주민등록등본
ㆍ기초생활수급대상자 증명서 또는 차상위증명서 또는 한부모가족 증명서 (중복 시 모두 제출)
ㆍ보호자의 건강보험증 사본, 보호자 건강보험료 납부고지서 또는 납부확인서 보호자 재산세 납부증명서(지방세 세목별 과세/ 비과세 증명서) 3부 모두 제출 

- 추가서류
ㆍ증빙서류: 담당 선생님 추천서 및 프로 추천서, 학교 생활기록부
ㆍ재능증빙서류 : 자신의 재능이나 소질을 증명할 수 있는 자료 제출"
S0017535209,kj희망장학생 육성사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0017535209&wlfareInfoReldBztpCd=03,최경주재단,,, ,,20140101,20991231,진행중,교육,,"아동,청소년",,돌봄·보호,,,,,,"- 자신의 꿈과 재능을 개발할 의지를 가진 대학생(학년 및 전공 제한없음)
- 국민기초생활보호대상자
- 차상위계층, 한부모가정, 조손가정 외 경제적 위기 상황을 증명할 수 있는 대상자
- 특별한 재능을 보이는 능력을 증명할 수 있는 경우",- 학기당 200만원,"- 우편접수 : (140-026) 서울시 용산구 이촌로 352 신동아빌딩 304호 최경주재단 KJ골프꿈나무 담당자 앞
- 매년 12월 선발 공고","- 공통서류
ㆍ신청서
ㆍ자기소개서
ㆍ연간 자원봉사 활동계획서(재단 자원봉사 외에 학교 또는 거주지 근처 지역아동센터 등 복지기관 재능나눔 및 자원봉사 연계 계획 등 작성)

- 증빙서류
ㆍKJ희망장학생 추천서 및 성적증명서
ㆍ신입생의 경우 고등학교 생활기록부 및 수능 성적증명서
ㆍ자신의 재능이나 소질을 증명할 수 있는 자료 제출
ㆍ기초생활수급대상자 증명서 또는 차상위증명서 또는 한부모가족 증명서 1부 제출(중복시 모두 제출)
ㆍ보호자(부모)의 건강보험증 사본
ㆍ보호자 건강보험료 납부고지서 또는 납부확인서
ㆍ보호자 재산세 납부증명서(지방세 세목별 과세/비과세 증명서) 3부 모주 제출
ㆍ주민등록등본"
S0003046347,서목장학금,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0003046347&wlfareInfoReldBztpCd=03,서목장학재단,,, ,,20130101,20991231,진행중,교육,"다문화·탈북민,저소득,한부모·조손","청소년,아동",,생계지원,,,,,,"- 저소득층, 한부모, 다문화 가정등 소외계층을 우선 선발(고등학생)","- 소정의 장학금 지원
- 금액미정","- 우편 접수: 서울시 강남구 역삼동 831-17 경원빌딩 15층 
- 이메일 접수: seomok001@gmail.com 
- 매년 3월 공고","- 교사추천서, 장학금 신청서(자기소개서)"
S0003166514,주거환경개선 서비스,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0003166514&wlfareInfoReldBztpCd=03,영산조용기자선재단,,, ,,20130402,20991231,진행중,주거,"저소득,장애인",,,주거지원,,,,,,"- 서울, 경기도, 인천시 등록 저소득 중증장애인
ㆍ대상자 주거지 현장 방문 실사 후 선발",- 주거환경의 문제로 불편을 겪는 중증장애인 가정을 대상으로 주거환경으로 개선시켜 드리는 사업,- 전화 문의(2-787-2072),
S0014764549,여름 장애인무료해변캠프,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014764549&wlfareInfoReldBztpCd=03,영산조용기자선재단,,, ,,20140701,20991231,진행중,문화·여가,장애인,,,생계지원,,,,,,"- 장애인 및 가족, 장애인 시설 및 단체","- 숙박 시설, 취사 시설, 편의 시설 등 지원",- 팩스 접수: 02-952-9001,- 신청서(홈페이지 다운로드: www.komduri.or.kr)
S0000514457,요보호가정 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0000514457&wlfareInfoReldBztpCd=03,J&M상지재단,,, ,,20110101,20991231,진행중,교육,장애인,"노년,아동,청소년",,생계지원,,,,,,"- 대전시 거주 1인이상 장애인 포함, 4인가족으로 저소득장애인 가정(국민기초생활수급권자 및 타 단체 지원대상 가정 제외)
- 서울 강동구 거주 저소득 가정 초등학생(주민등록상)
- 서울 관악구 내 거주 독거노인","- 장애인 월 15~25만원의 생활비(1년)
- 아동 월 5~7만원의 학습비(1년)
- 노인 연간 200만원 내외의 생활비","- 대상별로 접수기간이 다름, 홈페이지 참조(jnmsangji.com, 02-446-3982)
ㆍ장애인 매년 11~12월, 아동 매년 6월 초, 노인 매년 1~2월",
S0008039178,걱정해결사업(예체능특기생 결연후원),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0008039178&wlfareInfoReldBztpCd=03,메리츠화재,,, ,,20121002,20991231,진행중,교육,저소득,"청소년,아동",,생계지원,,,,,,- 저소득가정 자녀,,- 공동모금회를 통해 메리츠화재와 업무협약을 진행한 지자체 예산 지원,
S0032579553,걱정해결사업(주거비지원),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0032579553&wlfareInfoReldBztpCd=03,메리츠화재,,, ,,20121002,20991231,진행중,주거,저소득,,,생계지원,,,,,,- 저소득 위기가정,,- 공동모금회를 통해 메리츠화재와 업무협약을 진행한 지자체 예산 지원,
S9765640469,초등학생 책가방 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765640469&wlfareInfoReldBztpCd=03,(재)아름다운 동행,,, ,,20140101,20991231,진행중,교육,저소득,"아동,청소년",,아동지원,,,,,,- 신입생으로 입학하는 저소득 가정 학생들,- 학교생활에 필요한 가방 및 학용품을 지원해주어 학교생활을 준비하게 함,- 매년 4/4분기 공고,
S0027662496,일상생활지원(희망다미웰니스센터),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027662496&wlfareInfoReldBztpCd=03,한국백혈병소아암협회,,, ,,20140530,20991231,진행중,"신체건강,정신건강",저소득,"아동,청년,청소년",,생계지원,,,,,,"- 서울, 대구, 부산, 울산의 만 29세 미만 환아로 최저생계비 350% 미만 가정","- 건강증진활동 : 무용심리운동, 음악줄넘기, 체육대회
 - 교육지원 : 영양교육, 부모교육
 - 문화지원: 창의미술, 오르프음악, 보드게임, 전통놀이
 - 복지지원: 언어치료, 미술상담, 원예치료
*운영장소: 서울 마포구 연남로1길 80 한국백혈병소아암협회 1층",- 연중 접수: 각 병원 사회사업실 또는 개인신청,"- 공통서류
  * 개인 : 치료비지언신청서(사진), 개인정보공개동의서, 진단서, 소득관련서류(택1) - 직장인
    (근로소득원청징수사본), 자영업자(소득금액증명원,건강보험납입증명서), 그 외(건강보험
    납입증명서)
  * 기관 : 추천서(기관에서 추천하는 환아에 한함)"
S0027662498,환아방문서비스(가족희망파트너 파견사업),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027662498&wlfareInfoReldBztpCd=03,한국백혈병소아암협회,,, ,,20140301,20991231,진행중,"정신건강,신체건강",,"청소년,아동",,아동지원,,,,,,"- 서울, 경기(부천, 광명, 안양, 군포), 인천(남동구)","- 돌봄형(가정): 2~3시간
     *돌봄서비스: 보육, 준비된 식간식 챙기기, 일상생활지도 및 놀이
     *건강서비스: 건강관리, 투약, 외래 동행, 가벼운 산책
 - 활동형(가정): 2시간
    *놀이프로그램, 미술프로그램, 교육프로그램, 신체활동",- 홈페이지 공고시 신청,
S0027796606,치료비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027796606&wlfareInfoReldBztpCd=03,한국백혈병소아암협회,,, ,,20140530,20991231,진행중,"정신건강,신체건강",,"청소년,아동,청년",,건강·의료,,,,,,"- 만 24세미만의 백혈병소아암 및 희귀혈액질환 환아
- 만18세 이전에 진단받은 환아만 가능
- 소득기준 : 중위소득130%이하
- 재산기준 : 재역별, 가구규모별 일반재산의 최고재산액(대도시기준)의 350%이하","- 치료비 최고 1천만원 지원 
- 수술비 최고 2천만원 지원 
- 조혈모세포 구득료 690만원 지원",- 각 병원 사회사업실 접수,- 홈페이지 참조
S0027662492,세잎클로버 찾기,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027662492&wlfareInfoReldBztpCd=03,더나은세상,,, ,,20140101,20991231,진행중,교육,,"아동,청소년",,일자리,,,,,,- 중·고등학교 재학 중인 교통사고 유자녀,"- 교통사고 유자녀의 재능 및 장래희망 실현을 위한 진로 멘토링 및 비용 지원 
- 대학생 1:1 진로 멘토링, 관심 직업 전문가와의 만남, 직업현장 방문 
- 진로 관련 교육비, 서적 및 필요 물품 지원 外",- 인터넷 접수,
S0027796600,승마힐링센터,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027796600&wlfareInfoReldBztpCd=03,한국마사회,,, ,,20140101,20991231,진행중,"신체건강,정신건강",장애인,"청소년,아동",,아동지원,,,,,,- 정서행동장애를 가진 소아 청소년,"- 승마힐링 프로그램
- 상담힐링 프로그램","- 인터넷 접수: 인천<a title=""인천 승마힐링센터 새창열기"" href=""http://www.ichc.or.kr"" target=""_blank"">(www.ichc.or.kr)</a>, 시흥<a title=""시흥 승마힐링센터 새창열기"" href=""http://www.krash.or.kr"" target=""_blank"">(www.krash.or.kr)</a> 
- 방문 접수: 인천, 시흥 승마힐링센터 
- 전화 접수: 인천 승마힐링센터(1566-7006), 시흥 승마힐링센터(1566-3923) 
- 연중 접수",
S0003108262,3·1장학금,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0003108262&wlfareInfoReldBztpCd=03,삼일문화재단,,, ,,20130101,20991231,진행중,교육,,청년,,생계지원,,,,,,- 재단이 지정한 학교에서 추천받은 대학원생,"- 대학원 등록금 전액
- 금액미정","- 기타 접수 : 지정 학교에서 재단으로 신청
- 매년 7월 중순 ~ 8월 중순 공고","- 추천서, 논문, 재학증명서, 성적증명서, 연구계획서"
S0014764499,국내장학생,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014764499&wlfareInfoReldBztpCd=03,관정 이종환 교육재단,,, ,,20130101,20991231,진행중,교육,,청년,,생계지원,,,,,,"- 학부 : 5학기 진학 예정인 학생(편입생 제외)
- 대학원 : 일반대학원 신입학생","- 연 1,100만원 씩, 2년간 총 2,200만원의 장학금 지급","- 기타 접수: 학교 추천 
- 매년 10월 ~ 11월 접수","- 공통서류
ㆍ지원서 원본 1부 및 사본 5부, 주민등록등본 1부, 가족관계증명서 1부, 재학증명서 원본 1부
ㆍ성적증명서 원본 1부, 어학능력증명서 사본 1부 (원본 추후 제출), 지도교수 추천서 1부
ㆍ자기소개서 1부(증명사진 별도 제출), 기재내역에 대한 증빙서류 제출 

- 추가서류
ㆍ검정고시 합격자: 검정고시 합격증 사본, 검정고시 이전 고교성적 증명서
ㆍ학부과정: 고등학교 全과정 학교생활세부사항기록부 사본 1부,소속대학이 발행한 1,2학년 성적증명서 원본 1부
ㆍ석사과정: 고등학교 全과정 학교생활세부사항기록부 사본 1부, 학부과정(전학년)성적 증명서 원본 1부
ㆍ박사과정: 고등학교 全과정 학교생활세부사항기록부 사본 1부, 학부과정 및 석사과정 (전학년)성적증명서 원본 1부"
S0031499482,위기아동지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0031499482&wlfareInfoReldBztpCd=03,월드비전,,, ,,20140722,20991231,진행중,"정신건강,신체건강,주거",,"청소년,아동",,생계지원,,,,,,"- 3개월 이내 발생한 위기상황(예기치 못한 실직, 질병, 가구의 주 소득원의 사망, 가출, 학대, 폭력, 화재, 수혜 등)에 직면한 아동청소년 가정","- 생계비(공과금, 식료품비, 교통비, 통신비, 난방비 등)
- 주거비(월 임대료, 임시주거비, 주거환경개선비 등)
- 의료비(아동 및 주 양육자의 입원·통원 진단비, 간병비, 의료보조기구 구입 또는 대여비, 심리치료비)
- 지원대상으로 선정되면 최소 30만원부터 최대 500만원, 최대 3개월까지 지원
- 더 많은 지원이 필요한 경우, 기관 및 아동의 가정과 논의 후 다른 지원으로 연계 가능","- 인터넷 접수: <a href=""http://www.helpchild.or.kr"" target=""_blank"" title=""[새창]위기아동지원사업-신청방법"">http://www.helpchild.or.kr/</a>
- 연중 수시 접수",
S0031344524,장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0031344524&wlfareInfoReldBztpCd=03,임수복장학재단,,, ,,20140722,20991231,진행중,교육,저소득,"청소년,아동",,생계지원,,,,,,"- 꿈 장학생: 기초생활수급자, 차상위계층, 일반 저소득층 자녀로서 각 항을 충족한 학생
ㆍ소년소녀가장이면서 성실한 학생
ㆍ학칙에 의하여 징계 중에 있지 아니한 학생
ㆍ무단조퇴, 결석을 하지 않는 학생
ㆍ불우한 환경 속에서 학업태도가 양호하고 모범적인 학생","- 장학금 지원
- 금액 미정","- 인터넷 접수: www.limsooboksf.com 
- 연중 수시 접수, 심사는 매년 1월 실시","- 기초생활수급자: 주민등록등본 1부, 수급자 증명서 1부
- 차상위계층: 주민등록등본 1부, 다음의 서류 중 1부(한부모가족 증명서, 장애수당 대상자 확인서, 차상위본인부담경감대상자 증명서, 자활근로자 확인서, 요금감면 이동전화 서비스 신청용 감면대상자 증명서 또는 이동전화 요금감면 소득인정액 증명서, 복지대상자 급여(변경)신청 결과통보서)
- 일반 저소득층: 주민등록등본 1부, 부모 모두의 건강 장기 요양보험료 납부확인서, 부모 모두의 세목별 과세(납세) 증명서 
- 자기소개서(사진부착, 별도 양식있음) 1부 
- 환경조사서(추천자 작성, 별도 양식있음) 1부 
- 재학증명서 1부"
S0031344507,원모장학,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0031344507&wlfareInfoReldBztpCd=03,원모평애재단,,, ,,20140722,20991231,진행중,교육,,"청소년,청년,아동",,생계지원,,,,,,"- 한국국적 소지자(이중국적 포함), 단, 한국국적이 없는 학생이 부모와 함께 국내 6년 이상 거주한 경우 지원 가능
- 당해년도 재학 또는 재학예정자
- 가정연합 목회자의 추천을 받은 자
- 꿈과 비전이 있는 학생","- 성적장학: 고등학생 100만원, 대학생 400만원
- 복지장학: 고등학생 100만원, 대학생 200만원
- 대학원생 및 해외유학생 500만원","- 우편접수: 서울 마포구 도화동 292-20 도원빌딩 7층 원모평애재단
- 접수공고: 매년 1월 중","- 홈페이지에서 양식 다운로드 wonmo.org
ㆍ장학생 신청서 1부, 자기소개서 1부, 꿈 소개서 1부, 추천서 1부(출석교회 담임 목회자)
ㆍ가족관계증명서 1통(부 또는 모 기준으로 발급, 주민번호명시), 성적증명서 1통
ㆍ개인정보 수집/공개 동의서, 본인통장 사본
ㆍ서약서: 장학생 프로그램(비전특강 및 꿈 보고회 등)에 참여관련 등"
S9765912352,예술인 의료비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765912352&wlfareInfoReldBztpCd=03,한국예술인복지재단,,, ,,20160804,20991231,진행중,"신체건강,문화·여가,정신건강",저소득,,,건강·의료,,,,,,"- 중증질환으로 인해 의료비로 경제적 부담을 겪는 예술인(예술인 복지법상 증명) 가구원 소득 합산 중위소득 80%이하 혹은 지역별 자산기준(긴급지원사업) 이하
ㆍ동일 건으로 정부 및 타기관 지원받은 경우 지원불가","- 의료비 본인부담금 내 최대 500만원 지원 
ㆍ제외항목: 기 결제의료비, 검사비 및 소형의료기관 치료가능 질병, 시력교정,치아교정 등, 민간보험 등 지원받는 경우, 기타","-  우편접수(우03088, 서울 종로구 이화장길 70-15 소호빌딩2층 한국예술인복지재단 의료비지원사업 담당자 앞), 이메일 접수(medic@kawf.kr)
ㆍ신청기간 : 1월, 7~12월",
S0000502188,소아암 환자 경제적 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0000502188&wlfareInfoReldBztpCd=03,재단법인 한국백혈병어린이재단,,, ,,20110101,20991231,진행중,"신체건강,정신건강","저소득,장애인",,,생계지원,,,,,,"- 간접치료비 지원대상: 만 19세 미만에 소아암 및 이에 준하는 희귀난치성질환을 진단받은 소아청소년 환자 
- 재활치료비: 만 18세 미만에 소아암 및 이에 준하는 희귀난치성 질환을 진단받은 만 30세 미만의 환자로 다음 중 하나의 조건을 충족하면서 소아혈액종양전문의의 추천을 받은 자 (진단 : 보장구 , 언어치료, 인지학습치료, 호르몬치료, 소아암치료로 인한 흉터성형, 치아재건)
- 이식비: 만 19세 미만 소아암 및 희귀난치성 질환자 중 3개월 내 조혈모세포 이식 예정 환자 
- 치료비: 만 19세 미만에 소아암 및 이에 준하는 희귀난치성 질환 잔단 환자","- 간접치료비 최대 480만원, 월 15~20만원, 최대 24개월(일시의 경우 최대 100만원)
- 재활치료비: 최고 1,000만원
- 이식비: 최고 2,000만원(6개월 이내)
- 치료비: 최고 800만원(환자의의료적, 경제적 상황에 따라 차등지원, 조혈모세포이식시 수혜자부담금, 희귀의약품사용 등 고액의 치료비발생이 예상되는 경우, 소아혈액종양전문의 추천이 있으면 최대 1,500만원까지 지원가능)",- 인터넷 연중수시(www.kclf.org),
S0027796620,장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027796620&wlfareInfoReldBztpCd=03,송암문화재단,,, ,,20140530,20991231,진행중,교육,다문화·탈북민,청년,,생계지원,,,,,,- 다문화가정 자녀 중 현재 대학(전문대 포함)에 재학중이며 가정 형편 등으로 인해 등록금 마련에 고충을 겪고 있는 자,"- 등록금 전액
- 금액 미정","- 인터넷 접수 : www.songamfoundation.org
- 매년 2월, 6~8월 중","- 송암문화재단 다문화장학생 신청서, 자기소개서, 개인정보제공동의서, 다문화 증빙서류
- 재산증빙서류(부모가 각각 보험료를 납부할 경우 양쪽 다 제출)
- 주민등록등본(부모 명의로 발급), 재학증명서, 전학년 성적증명서"
S0027662503,장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027662503&wlfareInfoReldBztpCd=03,금하장학회,,, ,,20140530,20991231,진행중,교육,저소득,"청년,청소년,아동",,생계지원,,,,,,"- 빈곤한 가정형편으로 학업에 어려움이 있는 학생들(중고등학생, 대학생)",- 장학금 지원,"- 인터넷 접수: <a href=""http://www.kumha.or.kr"" target=""_blank"" title=""[새창]장학사업-신청방법"">www.kumha.or.kr</a>(단, 첨부서류는 우편접수: 서울시 강남구 청담동 41-2 금하빌딩 B1F)
- 공고: 매년 2월 초, 7월 말","- 기존 장학금 수혜자: 장학생신상카드 1부, 전학년 성적증명서 1부, 재학증명서 1부
- 신규 장학금 신청자: 전학년 성적증명서 1부, 재학증명서 1부, 주민등록등본 1부, 기타 증빙서류(기초생활수급대상자, 장애인증명서, 한부모가정 증명서 등) 각 1부
- 복학생 장학금 신청: 장학생 신상카드 1부, 휴학전까지의 전학년 성적증명서 1부, 재학증명서 1부"
