출처,복지사업ID,복지사업명,설명,소관기관,대표연락처,온라인신청,주소,시작일,종료일,태그,지원대상,서비스내용,신청방법,필요서류,관심주제,대상특성,생애주기,기준,지원범위,지원주기,오프라인,대리 신청 가능,지급 방식,지원가능한 나이
지자체,WLF00002134,저소득 한부모 가정지원,저소득 한부모 가족에게 복지서비스를 지원하여 생활안정 도모, 서울특별시 강동구 복지가족국 가족정책과,,N,서울특별시 강동구,20180101,19700101,,"한부모·조손, 청소년,영유아,중장년,아동,노년,청년","서민금융,입양·위탁, 현금지급",,,"서민금융,입양·위탁",한부모·조손,"청소년,영유아,중장년,아동,노년,청년",,한부모 가구,년,N,Y,현금지급,
지자체,WLF00002161,현역병 문화체육활동지원,성동구 거주 현역병을 대상으로 문화체육활동비를 지원하여 휴가기간 중 재충전의 기회를 제공함으로써 현역병의 사기진작을 도모하여 병역의무이행을 지원하고자 함, 서울특별시 성동구 복지국 아동청년과,,N,서울특별시 성동구,20160101,19700101,,"청년, 기준중위소득,건강보험료 월 납입금액 (장기요양보험료 포함)","서민금융, 현금지급","방문, 본인,대리인(배우자, 친족, 관계인)",,서민금융,,청년,"기준중위소득,건강보험료 월 납입금액 (장기요양보험료 포함)",해당없음(전체가구),년,Y,Y,현금지급,
지자체,WLF00002181,무의탁.독거노인 요구르트 배달 사업,"돌봐드릴 가족이 없는 독거어르신에게 요구르트를 매일 배달하여 홀로 사는 어르신의 안부를 확인하고 고독사를 미연에 방지
", 서울특별시 도봉구 복지가족국 어르신장애인과,,N,서울특별시 도봉구,20160101,19700101,,"저소득, 노년",현물지급,"방문, 본인",,,저소득,노년,,독거노인 가구,수시,Y,N,현물지급,
지자체,WLF00002230,취약계층아동 위문격려,취약계층 아동(아동생활시설 보호 아동 및 가정위탁 아동)에게 명절 및 어린이날에 위문격려금을 지원하여 바르고 건강한 인재 육성, 서울특별시 강동구 복지가족국 아동청소년과,,N,서울특별시 강동구,20130101,19700101,,"청소년,아동","서민금융,주거,보호·돌봄, 현금지급",,,"서민금융,주거,보호·돌봄",,"청소년,아동",해당없음,해당없음(전체가구),년,N,Y,현금지급,
지자체,WLF00000696,저소득 노인 보행보조차 지원,"- 취약계층 저소득 주민의 복지증진을 위해 보행이 불편한 어르신에게 안전한 이동을 위한 보행보조차 지원
- 어르신들의 이동권을 보장하고, 건강한 일상생활을 할 수 있는 환경을 조성하여 삶의 질 향상에 기여", 서울특별시 마포구 복지동행국 어르신동행과,,N,서울특별시 마포구,20130101,19700101,,"저소득, 노년, 기준중위소득",현물지급,"방문, 본인",,,저소득,노년,기준중위소득,해당없음(전체가구),년,Y,N,현물지급,
지자체,WLF00002235,서울형 긴급복지지원,갑작스러운 위기상황으로 생계유지가 곤란한 저소득 위기가구에 대해 생계지원 등을 신속하게 제공하여 안정적 생활을 유지하도록 지원 , 서울특별시 복지정책실 복지기획관 지역돌봄복지과,,N,서울특별시 ,20150514,19700101,,기준중위소득,"서민금융, 현금지급,현물지급","방문, 관할시군구청 공무원,사회복지시설 종사자,본인,대리인(배우자, 친족, 관계인)",,서민금융,,,기준중위소득,해당없음(전체가구),1회성,Y,Y,"현금지급,현물지급",
지자체,WLF00002278,장애인활동지원 구비추가 사업,"장애인활동지원 국고보조지원 및 서울시추가지원을 받고 있는 대상자 중  기능제한점수 400점이상 최중증장애인 또는 만19세 이상 성인발달장애인(x1점수 중 인지행동특성점수 47점 이상)에게 매월 50시간 또는 30시간 추가지원함으로써 장애인 가족의 부담을 줄이고 발달장애인의 자립생활과 사회참여 증진에 기여하고자 함
", 서울특별시 도봉구 복지가족국 어르신장애인과,,N,서울특별시 도봉구,20170101,19700101,,"장애인, 중장년,노년,청년",전자바우처(바우처),"방문, 본인",,,장애인,"중장년,노년,청년",해당없음,해당없음(전체가구),월,Y,N,전자바우처(바우처),
지자체,WLF00002279,저소득가정 자녀 지원,"요보호아동을 보호 양육하기를 희망하는 가정에 위탁 양육하거나 소년 소녀가정의 아동에 대하여 생활보호를 해줌으로써 건전한 사회인으로 육성 도모
", 서울특별시 도봉구 복지가족국 아동청소년과,,N,서울특별시 도봉구,20130101,19700101,,"저소득, 청소년,아동","서민금융,입양·위탁, 현금지급",,,"서민금융,입양·위탁",저소득,"청소년,아동",해당없음,"소년소녀가구,가정위탁가구",반기,N,Y,현금지급,
지자체,WLF00002302,저소득층 건강보험료 지원,노령 등으로 인하여 생활에 어려움을 겪고 있으나 『국민기초생활보장법』 제5조의 규정에 의한 수급권자에 해당하지 아니하는 저소득 노인가구에 대한 국민건강보험료 및 노인장기요양보험료를 지원, 서울특별시 도봉구 복지가족국 생활보장과,,N,서울특별시 도봉구,20130101,19700101,,노년,"서민금융, 현금지급",,,서민금융,,노년,,해당없음(전체가구),월,N,Y,현금지급,
지자체,WLF00002332,성북구 아동·청소년동행카드 지원사업,"성북구 아동·청소년이 단순한 돌봄대상이 아닌 삶의 주체로 성장하는데 도움이 될 수 있도록 아동·청소년동행카드를 보편적으로 지원하여, 이를 통해 문화·예술·진로체험의 기회제공과 아동·청소년의 자발성과 선택권을 강화하고자 함.", 서울특별시 성북구 복지교육국 아동청소년과,,N,서울특별시 성북구,20170615,19700101,,"아동,청소년",기타,"인터넷,방문, 본인,대리인(배우자, 친족, 관계인)",,,,"아동,청소년",해당없음,해당없음(전체가구),년,Y,Y,기타,
지자체,WLF00002336,참전유공자 사망위로금 지급,국가유공자 및 유가족에 대한 예우를 통해 보훈가족의 공훈을 선양 , 서울특별시 송파구 주민복지국 복지정책과,,N,서울특별시 송파구,20130101,19700101,,보훈대상자,"서민금융, 현금지급","방문, 본인,대리인(배우자, 친족, 관계인)",,서민금융,보훈대상자,,해당없음,해당없음(전체가구),1회성,Y,Y,현금지급,
지자체,WLF00002338,강동구 국가보훈대상자 위문금 지급,명절 및 보훈기념일 등을 맞이하여 국가보훈대상자를 위문 격려, 서울특별시 강동구 복지가족국 복지정책과,,N,서울특별시 강동구,20160101,19700101,,"보훈대상자, 중장년,노년","서민금융, 현금지급",,,서민금융,보훈대상자,"중장년,노년",해당없음,해당없음(전체가구),1회성,N,Y,현금지급,
지자체,WLF00002393,저소득주민 국민건강보험료 지원,저소득 노인의 국민건강보험료 및 노인장기요양보험료를 지원함으로써 구민의 건강증진과 복지향상을 도모하는 것을 목적으로 함., 서울특별시 노원구 교육복지국 생활복지과,,N,서울특별시 노원구,20130101,19700101,,"노년, 건강보험료 월 납입금액 (장기요양보험료 제외)","서민금융, 현금지급","방문, 본인,대리인(배우자, 친족, 관계인)",,서민금융,,노년,건강보험료 월 납입금액 (장기요양보험료 제외),독거노인 가구,월,Y,Y,현금지급,
지자체,WLF00002394,청소년보호(청소년증발급),청소년증교부, 서울특별시 노원구 교육복지국 아동청소년과,,N,서울특별시 노원구,20130101,19700101,,청소년,기타,"방문, 본인,대리인(배우자, 친족, 관계인)",,,,청소년,해당없음,해당없음(전체가구),1회성,Y,Y,기타,
지자체,WLF00000819,국가유공자 위문금 지급,국가를 위해 희생하거나 공헌한 유공자 및 유족에 대한 예우, 서울특별시 송파구 주민복지국 복지정책과,,N,서울특별시 송파구,20080101,19700101,,보훈대상자,"서민금융, 현금지급","방문, 본인,대리인(배우자, 친족, 관계인)",,서민금융,보훈대상자,,,해당없음(전체가구),년,Y,Y,현금지급,
지자체,WLF00000695,여성취(창)업지원사업,경력단절여성의 일자리 지원사업, 서울특별시 마포구 복지교육국 여성가족과,,N,서울특별시 마포구,20190101,19700101,,"노년,중장년","입양·위탁,일자리, 기타",,,"입양·위탁,일자리",,"노년,중장년",,해당없음(전체가구),1회성,N,Y,기타,
지자체,WLF00002421,다자녀특별장려금 및 입학축하금 지원 사업,세 자녀 이상 다자녀가정 양육 지원을 통해 양육 부담 경감 및 출산 장려 분위기 조성, 서울특별시 강동구 복지가족국 가족정책과,,N,서울특별시 강동구,20190201,19700101,,"아동,영유아,청소년","서민금융,교육, 현금지급","방문, 대리인(배우자, 친족, 관계인),본인",,"서민금융,교육",,"아동,영유아,청소년",,해당없음(전체가구),월,Y,Y,현금지급,
지자체,WLF00002721,저소득주민 국민건강보험료 지원,노령 등으로 인하여 생활에 어려움을 겪고 있는 저소득주민에게 국민건강보험료 및 노인장기요양보험료를 지원함으로써 서울특별시 금천구민들의 건강증진과 복지 향상을 도모하고자 함., 서울특별시 금천구 복지가족국 복지지원과,,N,서울특별시 금천구,20080101,19700101,,"한부모·조손, 노년, 기준중위소득,건강보험료 월 납입금액 (장기요양보험료 제외),기타 자산기준","서민금융, 감면",,,서민금융,한부모·조손,노년,"기준중위소득,건강보험료 월 납입금액 (장기요양보험료 제외),기타 자산기준","독거노인 가구,한부모 가구",월,N,Y,감면,
지자체,WLF00005982,장애인신문 보급 사업,"  ❍ 정보취약계층인 저소득 장애인가구 지원 확대 
  ❍ 지류 및 디지털 신문 구독 지원을 통한 정보 접근성 강화 및 디지털 정보 격차 해소 
  ❍ 장애인신문 구독자 모집 및 사업홍보 적극 추진", 서울특별시 관악구 복지가족국 장애인복지과,,N,서울특별시 관악구,20240101,19700101,,"저소득,장애인",프로그램/서비스(서비스),"방문, 대리인(배우자, 친족, 관계인),본인",,,"저소득,장애인",,,해당없음(전체가구),주,Y,Y,프로그램/서비스(서비스),
지자체,WLF00000766,성폭력 가정폭력 예방교육,성폭력 가정폭력 예방교육으로 안전한 지역사회 조성 , 서울특별시 금천구 복지가족국 가족정책과,,N,서울특별시 금천구,20190101,19700101,,"아동,청년,중장년,청소년",프로그램/서비스(서비스),"E-mail,전화, 본인",,,,"아동,청년,중장년,청소년",해당없음,해당없음(전체가구),1회성,N,N,프로그램/서비스(서비스),
지자체,S0014764700,녹색장학사업,"- 산림청 녹색사업단의 복권기금을 지원받아 임업인 및 산림분야 종사자 자녀(고등학생, 대학생), 한국산림과학고등학교 학생 등을 대상으로 자질향상과 능력개발을 위한 녹색장학사업을 실시하여 임업인들의 복지증진을 도모",한국산림복지진흥원,,, ,20130503,20991231,,"청소년,청년,아동",교육,,,교육,,"청소년,청년,아동",,,,N,Y,,
지자체,S0014823920,숲치유센터 운영,"- 건강관리가 필요한 현대인과 청소년들에게 다양한 산림치유프로그램을 통하여 개인별 맞춤의 건강진단 제공
- 산림 및 보건 분야 전문가와의 연계를 통한 산림요법 처방을 제공",한국산림복지진흥원,,, ,20131001,20991231,,,"정신건강,신체건강",,,"정신건강,신체건강",,,,,,N,Y,,
지자체,S0003393147,실생활용IT기기활용,,KT그룹희망나눔재단,,, ,20140101,20991231,,,교육,,,교육,,,,,,N,Y,,
지자체,WLF00001084,여성긴급전화 1366센터 운영 지원,"가정폭력·성폭력·스토킹 등 폭력 피해자에 대해 신고접수 및 긴급상담, 관련 기관 및 시설과의 연계, 피해자에 대해 긴급구조를 지원합니다.",여성가족부 가정폭력스토킹방지과,1366,N, ,19970101,19700101,,"0~5세,6~12세,19~39세,40~64세,13~18세,65세이상","신체건강,법률,정신건강,안전·위기, 프로그램/서비스(서비스)",,,"신체건강,법률,정신건강,안전·위기",,,해당없음,해당없음(전체가구),수시,N,Y,프로그램/서비스(서비스),"0~5세,6~12세,19~39세,40~64세,13~18세,65세이상"
지자체,WLF00001146,시설 퇴소청소년 자립지원수당 지급,청소년쉼터 퇴소 및 청소년자립지원관 사례관리 중 또는 사례관리가 종료된 청소년에게 자립지원수당을 지급하여 안정적인 자립기반 마련을 지원합니다.,여성가족부 청소년자립지원과,1388,N, ,20210101,19700101,,"청년,청소년, 13~18세,19~39세","보호·돌봄,생활지원, 현금지급","우편,방문, 대리인(배우자, 친족, 관계인),본인",,"보호·돌봄,생활지원",,"청년,청소년",해당없음,해당없음(전체가구),월,Y,Y,현금지급,"13~18세,19~39세"
지자체,WLF00001128,저소득층에너지효율개선,"한파, 폭염 등 기후변화에 더욱 취약한 에너지 소외계층을 대상으로 에너지 사용 환경을 개선하여 취약계층의 기후위기 적응력을 제고합니다.",산업통상자원부 에너지정책관,1670-7653,N, ,20070101,19700101,,"저소득, 19~39세,6~12세,65세이상,40~64세,13~18세,0~5세","에너지,생활지원,주거, 현물지급","방문, 본인,관할시군구청 공무원",,"에너지,생활지원,주거",저소득,,해당없음,해당없음(전체가구),년,Y,Y,현물지급,"19~39세,6~12세,65세이상,40~64세,13~18세,0~5세"
지자체,WLF00003281,국가보훈대상자 취업능력개발지원,취업지원대상자의 취업경쟁력 향상을 통한 취업촉진을 위하여 취업능력개발비용을 지원합니다.,국가보훈부 생활안정과,1577-0606,N, ,20120101,19700101,,"보훈대상자, 청년,중장년,노년, 40~64세,65세이상,13~18세,19~39세","일자리,교육, 현금지급","인터넷,방문,우편, 본인",,"일자리,교육",보훈대상자,"청년,중장년,노년",해당없음,해당없음(전체가구),월,Y,N,현금지급,"40~64세,65세이상,13~18세,19~39세"
지자체,WLF00001150,발달장애인 가족휴식지원사업,"발달장애인 가족의 양육부담을 경감하고 가족의 정서적 안정을 돕기 위해 휴식, 여가, 교육, 상담 서비스를 제공합니다.",보건복지부 장애인서비스과,129,N, ,20180101,19700101,발달장애인,장애인,"보호·돌봄,정신건강, 현물지급","방문, 대리인(배우자, 친족, 관계인),관할시군구청 공무원,본인",,"보호·돌봄,정신건강",장애인,,해당없음,장애인가구,년,Y,Y,현물지급,
지자체,WLF00003209,독립유공자 (손)자녀 생활지원금,보상금을 받지 않는 독립유공자의 (손)자녀 중 생계곤란 가구의 생활지원을 통해 독립유공자 후손으로서의 영예로운 생활을 보장합니다.,국가보훈부 보상정책과,1577-0606,N, ,20180101,19700101,,"저소득,보훈대상자, 65세이상,40~64세,13~18세,19~39세,6~12세,0~5세, 기준중위소득","생활지원, 현금지급","방문,우편, 본인",,생활지원,"저소득,보훈대상자",,기준중위소득,해당없음(전체가구),월,Y,N,현금지급,"65세이상,40~64세,13~18세,19~39세,6~12세,0~5세"
지자체,WLF00003216,국가보훈대상자학습보조비지급,국가보훈 관계법령에 따른 교육지원대상자에 대해 학용품구입 등 교육에 필요한 부대비용 명목의 교육비를 지원합니다.,국가보훈부 생활안정과,1577-0606,N, ,19700101,19700101,,"보훈대상자, 40~64세,65세이상,13~18세,19~39세,6~12세","교육, 현금지급",,,교육,보훈대상자,,해당없음,해당없음(전체가구),반기,N,Y,현금지급,"40~64세,65세이상,13~18세,19~39세,6~12세"
지자체,WLF00004657,부모급여 지원,영아기 집중돌봄을 두텁게 지원하여 출산 및 양육으로 인한 경제적 부담을 줄여드립니다.,보건복지부 아동정책과,129,Y, ,20220103,19700101,,"영유아, 0~5세","보육, 현금지급","방문,인터넷, 관할시군구청 공무원,본인,사회복지시설 종사자,대리인(배우자, 친족, 관계인)",,보육,,영유아,해당없음,해당없음(전체가구),월,Y,Y,현금지급,0~5세
지자체,WLF00000097,국가유공자등생활조정수당,저소득 국가유공자 등 및 그 유족의 생활안정 및 복지향상을 위해  생활조정수당을 지급합니다.,국가보훈부 보상정책과,1577-0606,N, ,20120101,19700101,,"저소득,보훈대상자, 6~12세,40~64세,65세이상,13~18세,19~39세,0~5세, 기준중위소득","생활지원, 현금지급","방문,우편, 본인",,생활지원,"저소득,보훈대상자",,기준중위소득,해당없음(전체가구),월,Y,N,현금지급,"6~12세,40~64세,65세이상,13~18세,19~39세,0~5세"
지자체,WLF00004662,보훈대상자 생계지원금 지급,저소득 고령 보훈대상자에게 생계지원금을 지급하여 안정된 생활을 돕습니다. ,국가보훈부 보상정책과,1577-0606,N, ,20220218,19700101,,"저소득,보훈대상자, 노년, 65세이상, 기준중위소득","생활지원, 현금지급","우편,방문, 본인",,생활지원,"저소득,보훈대상자",노년,기준중위소득,해당없음(전체가구),월,Y,N,현금지급,65세이상
지자체,WLF00000056,의료급여(요양비),의료급여 수급권자에게 의료비를 지원하여 저소득층의  국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 기초의료보장과,129,Y, ,20090101,19700101,의료급여,"저소득, 임신 · 출산, 6~12세,40~64세,65세이상,13~18세,19~39세,0~5세","신체건강,임신·출산, 현금지급","방문, 본인,대리인(배우자, 친족, 관계인)",,"신체건강,임신·출산",저소득,임신 · 출산,해당없음,해당없음(전체가구),수시,Y,Y,현금지급,"6~12세,40~64세,65세이상,13~18세,19~39세,0~5세"
지자체,WLF00000061,의료급여 임신.출산진료비지원,임신 또는 출산한 의료급여 수급자와 2세미만 자녀에게 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 기초의료보장과,129,Y, ,20090101,19700101,의료급여,"저소득, 임신 · 출산,영유아, 40~64세,65세이상,19~39세,0~5세","신체건강,임신·출산, 현금지급","방문,인터넷, 본인,대리인(배우자, 친족, 관계인)",,"신체건강,임신·출산",저소득,"임신 · 출산,영유아",해당없음,해당없음(전체가구),수시,Y,Y,현금지급,"40~64세,65세이상,19~39세,0~5세"
지자체,WLF00000892,긴급복지 장제비지원,"생계곤란 등의 위기상황에 처하여 도움이 필요해 긴급복지 주지원(생계, 의료, 주거, 사회복지시설 이용지원)을 받는 긴급지원대상자(가구구성원 포함)가 사망한 경우 장제에 필요한 비용을 지원합니다.
",보건복지부 기초생활보장과,129,N, ,20090101,19700101,긴급복지,"저소득, 13~18세,40~64세,6~12세,19~39세,65세이상,0~5세, 기준중위소득","생활지원, 현금지급",,,생활지원,저소득,,기준중위소득,해당없음(전체가구),1회성,N,Y,현금지급,"13~18세,40~64세,6~12세,19~39세,65세이상,0~5세"
지자체,WLF00000917,긴급복지 주거지원,생계곤란 등의 위기상황에 처하여 도움이 필요한 경우 일시적으로 신속하게 지원함으로써 위기상황에서 벗어날 수 있도록 지원합니다.,보건복지부 기초생활보장과,129,N, ,20090101,19700101,긴급복지,"저소득, 40~64세,65세이상,13~18세,19~39세,6~12세,0~5세, 기준중위소득","주거, 현물지급,현금지급",,,주거,저소득,,기준중위소득,해당없음(전체가구),월,N,Y,"현물지급,현금지급","40~64세,65세이상,13~18세,19~39세,6~12세,0~5세"
지자체,WLF00001061,지역사회서비스 투자사업,지역의 특성과 수요에 부합하는 사회서비스를 제공하여 지역복지를 확충하고 서비스 제공 일자리를 창출할 수 있도록 지원합니다.,보건복지부 사회서비스사업과,129,N, ,20070701,19700101,,"저소득, 임신 · 출산, 13~18세,40~64세,6~12세,19~39세,0~5세, 기준중위소득","임신·출산,생활지원,주거,서민금융,신체건강,교육,보호·돌봄,법률,문화·여가,정신건강,입양·위탁,일자리,보육,안전·위기, 전자바우처(바우처)","방문, 본인,대리인(배우자, 친족, 관계인)",,"임신·출산,생활지원,주거,서민금융,신체건강,교육,보호·돌봄,법률,문화·여가,정신건강,입양·위탁,일자리,보육,안전·위기",저소득,임신 · 출산,기준중위소득,해당없음(전체가구),월,Y,Y,전자바우처(바우처),"13~18세,40~64세,6~12세,19~39세,0~5세"
지자체,WLF00001131,국가보훈대상자 지원(수업료면제),국가유공자와 그 유족 또는 가족이 교육기관에서 필요한 교육을 받음으로써 건전한 사회인으로 자립할 수 있도록 교육비를 지원합니다.,국가보훈부 생활안정과,1577-0606,N, ,20120101,19700101,,"보훈대상자, 65세이상,40~64세,13~18세,19~39세","교육, 기타","방문,우편, 본인",,교육,보훈대상자,,,해당없음(전체가구),반기,Y,N,기타,"65세이상,40~64세,13~18세,19~39세"
지자체,WLF00002205,저소득 노인가구 국민건강보험료 지원,저소득 빈곤 노인층 건강보호에 기여하고자 함, 서울특별시 강남구 복지생활국 어르신복지과,,N,서울특별시 강남구,20130101,19700101,,"노년, 건강보험료 월 납입금액 (장기요양보험료 제외)","서민금융, 현금지급,현물지급","방문, 본인",,서민금융,,노년,건강보험료 월 납입금액 (장기요양보험료 제외),해당없음(전체가구),월,Y,N,"현금지급,현물지급",
지자체,WLF00000064,발달장애인 부모상담지원사업,발달장애인 부모에게 발달장애인의 양육과 부양에 따른 심리적 부담 완화 및 가족기능 향상 도모를 위한 전문 심리상담을 지원합니다.,보건복지부 장애인서비스과,129,Y, ,20130701,19700101,발달장애인,"장애인, 아동,영유아, 6~12세,0~5세","정신건강, 전자바우처(바우처)","방문, 본인,대리인(배우자, 친족, 관계인),관할시군구청 공무원",,정신건강,장애인,"아동,영유아",해당없음,해당없음(전체가구),월,Y,Y,전자바우처(바우처),"6~12세,0~5세"
지자체,WLF00000040,선천성대사이상 검사 및 환아관리,선천성대사이상의 유무를 조기에 발견·치료함으로써 장애발생을 사전에 예방하여 영유아의 건강 증진을 도모합니다.,보건복지부 출산정책과,129,N, ,20120101,19700101,,"아동,청소년,영유아, 6~12세,0~5세,13~18세","신체건강, 현물지급,현금지급","방문, 본인,대리인(배우자, 친족, 관계인)",,신체건강,,"아동,청소년,영유아",해당없음,해당없음(전체가구),분기,Y,Y,"현물지급,현금지급","6~12세,0~5세,13~18세"
지자체,WLF00003185,청소년치료재활센터 운영,"정서, 행동에 어려움을 겪는 만 9~18세 청소년을 대상으로 종합적, 전문적 치유재활 서비스를 제공하는 거주형 기관을 운영합니다.",여성가족부 청소년보호환경과,031-333-1900,N, ,20121001,19700101,,"저소득,한부모·조손, 청소년,아동, 6~12세,13~18세","보호·돌봄,정신건강,교육, 시설입소","인터넷, 대리인(배우자, 친족, 관계인),사회복지시설 종사자,본인,교육/훈련기관 종사자",,"보호·돌봄,정신건강,교육","저소득,한부모·조손","청소년,아동",해당없음,해당없음(전체가구),월,N,Y,시설입소,"6~12세,13~18세"
지자체,WLF00004669,재외국민긴급지원비,"해외에서의 사건, 사고로부터 재외국민을 긴급히 보호할 필요가 있는 경우, 영사조력 과정의 비용을 지원합니다.",외교부 재외국민보호과,02-2100-8208,N, ,20210101,19700101,,"65세이상,6~12세,13~18세,40~64세,19~39세,0~5세, 기타 소득기준","생활지원,보호·돌봄,안전·위기, 기타","우편,방문,팩스,인터넷,전화,E-mail, 본인",,"생활지원,보호·돌봄,안전·위기",,,기타 소득기준,해당없음(전체가구),1회성,Y,N,기타,"65세이상,6~12세,13~18세,40~64세,19~39세,0~5세"
지자체,WLF00001183,다문화보육료지원,"어린이집을 이용하는 다문화 가정의 영유아 자녀에게 보육료를 지원하여 부모의 양육에 대한 부담을 덜고, 부모가 원활한 경제활동을 할 수 있도록 돕습니다.",교육부 영유아재정과,02-6222-6060,N, ,20110101,19700101,"결혼이민자,다문화가족","다문화·탈북민, 영유아, 0~5세","보육, 전자바우처(바우처)","인터넷,방문, 본인",,보육,다문화·탈북민,영유아,해당없음,해당없음(전체가구),월,Y,N,전자바우처(바우처),0~5세
지자체,WLF00003175,결혼이민자 통번역 서비스,입국초기의 결혼이민자와 다문화가족이 생활 속에서 의사소통에 불편함이 없도록 통역과 번역 서비스를 지원하며 통·번역 인력채용 등으로 자립을 돕습니다.,여성가족부 다문화가족과,1577-1366,N, ,20090101,19700101,"결혼이민자,다문화가족","다문화·탈북민, 청년,중장년, 40~64세,19~39세","생활지원, 프로그램/서비스(서비스)","방문,팩스,전화,E-mail, 관할시군구청 공무원,대리인(배우자, 친족, 관계인),본인",,생활지원,다문화·탈북민,"청년,중장년",해당없음,다문화가구,수시,Y,Y,프로그램/서비스(서비스),"40~64세,19~39세"
지자체,WLF00003192,다문화가족 방문교육 서비스,"집합교육 참여가 어려운 다문화 가정에 방문하여 한국어 교육, 부모 교육, 자녀생활 교육을 제공하고 다문화 가족의 정착과 자녀양육을 돕습니다.",여성가족부 다문화가족과,1577-1366,Y, ,20070101,19700101,"결혼이민자,다문화가족","다문화·탈북민, 아동,중장년,청년,청소년,영유아, 40~64세,13~18세,6~12세,19~39세,0~5세, 기준중위소득","생활지원,교육, 프로그램/서비스(서비스)","방문, 본인",,"생활지원,교육",다문화·탈북민,"아동,중장년,청년,청소년,영유아",기준중위소득,다문화가구,월,Y,N,프로그램/서비스(서비스),"40~64세,13~18세,6~12세,19~39세,0~5세"
지자체,WLF00003282,다문화가족 자녀 언어발달지원서비스,"다문화가정의 자녀가 건강한 사회구성원, 글로벌 인재로 성장할 수 있도록 체계적인 언어발달을 돕습니다.",여성가족부 다문화가족과,1577-1366,N, ,20090101,19700101,"결혼이민자,다문화가족","저소득,다문화·탈북민,한부모·조손, 청소년,아동,영유아, 0~5세,13~18세,6~12세","교육, 프로그램/서비스(서비스)","방문,전화, 대리인(배우자, 친족, 관계인),본인",,교육,"저소득,다문화·탈북민,한부모·조손","청소년,아동,영유아",해당없음,다문화가구,수시,Y,Y,프로그램/서비스(서비스),"0~5세,13~18세,6~12세"
지자체,WLF00000028,공동육아나눔터 운영,"육아 공간 및 돌봄 프로그램 제공, 이웃 간 자녀 돌봄 품앗이 활동 지원을 통해 양육 부담을 경감하고 돌봄친화적 분위기를 조성합니다.",여성가족부 가족친화기반과,1577-9337,N, ,20100101,19700101,,"아동,영유아, 6~12세,0~5세","보육, 프로그램/서비스(서비스)",,,보육,,"아동,영유아",해당없음,해당없음(전체가구),수시,N,Y,프로그램/서비스(서비스),"6~12세,0~5세"
지자체,WLF00000043,보상금,"독립(국가)유공자, 보훈보상대상자의 생활 안정과 복지 향상을 위하여 보상금을 지원합니다.",국가보훈부 보상정책과,1577-0606,N, ,20120101,19700101,,"보훈대상자, 6~12세,65세이상,40~64세,13~18세,0~5세,19~39세","생활지원, 현금지급","방문,우편, 본인",,생활지원,보훈대상자,,해당없음,해당없음(전체가구),월,Y,N,현금지급,"6~12세,65세이상,40~64세,13~18세,0~5세,19~39세"
지자체,WLF00000054,국가보훈대상자 보훈장학금,"보훈관계 법령상 학비가 면제되지 않는 대학원 재학 국가유공자, 5·18민주유공자, 보훈보상대상자 본인 등에 대해 장학지원을 하여 면학의욕을 고취합니다.",국가보훈부 생활안정과,1577-0606,N, ,19810101,19700101,,"보훈대상자, 6~12세,40~64세,65세이상,13~18세,19~39세","교육, 현금지급","방문,우편, 본인",,교육,보훈대상자,,,해당없음(전체가구),반기,Y,N,현금지급,"6~12세,40~64세,65세이상,13~18세,19~39세"
지자체,WLF00000044,생활안정자금(융자),저소득 근로자 등의 혼례·장례 등 사유 발생 시 필요한 생활자금을 저리로 융자하여 생계안정에 기여합니다.,고용노동부 퇴직연금복지과,1588-0075,N, ,20120101,19700101,,"40~64세,65세이상,19~39세, 기준중위소득","서민금융,생활지원, 현금대여(융자)","방문,인터넷, 본인",,"서민금융,생활지원",,,기준중위소득,해당없음(전체가구),1회성,Y,N,현금대여(융자),"40~64세,65세이상,19~39세"
지자체,WLF00000053,풍수해·지진재해보험료 지원,행정안전부가 관장하고 민영보험사가 판매 및 운영하는 정책보험으로 보험료의 일부를 국가가 보조하여 국민은 저렴한 보험료로 예기치 못한 풍수해 피해를 보상받도록 합니다.,행정안전부 재난보험과,044-205-5359,N, ,20060516,19700101,,"저소득, 6~12세,40~64세,65세이상,13~18세,19~39세,0~5세","생활지원,안전·위기, 감면","방문,전화, 본인",,"생활지원,안전·위기",저소득,,해당없음,해당없음(전체가구),년,Y,N,감면,"6~12세,40~64세,65세이상,13~18세,19~39세,0~5세"
지자체,WLF00001145,디지털미디어 피해 청소년 회복 지원 사업(청소년 인터넷·스마트폰 과의존 치료비 지원),"급격한 미디어 환경의 변화와 청소년의 매체이용 증가로 인한 사이버도박, 인터넷･스마트폰 과의존 등의 디지털미디어 역기능으로부터 청소년을 보호합니다.",여성가족부 청소년보호환경과,1388,N, ,20120101,19700101,,"아동,청년,청소년, 6~12세,13~18세","정신건강, 프로그램/서비스(서비스)","전화,인터넷,방문,E-mail, 대리인(배우자, 친족, 관계인),교육/훈련기관 종사자,본인,사회복지시설 종사자,의료기관 종사자",,정신건강,,"아동,청년,청소년",해당없음,기타,1회성,Y,Y,프로그램/서비스(서비스),"6~12세,13~18세"
